SKU,Lines,LooseUOH1Lines,LooseUOH1sperLooseUOH1Lines,FullUOH2Lines,FullUOH2sperFullUOH2Lines,FullUOH3Lines,FullUOH3sperFullUOH3Lines,ShipDate,1,2,3,4,A,C,M,P,R
AGAL006021,1.9459101490553132,0.5714285714285714,2.5,0.5714285714285714,3.5,1.0,2.4285714285714284,7,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006022,1.791759469228055,0.3333333333333333,2.5,0.5,5.0,0.8333333333333334,3.2,4,0.16666666666666666,0.0,0.0,0.8333333333333334,1,0,0,0,0
AGAL006023,1.6094379124341003,0.2,2.0,0.6,3.3333333333333335,0.8,2.0,3,0.4,0.0,0.0,0.6,1,0,0,0,0
AGAL006028,1.6094379124341003,0.0,0.0,1.0,4.2,1.0,4.4,5,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006029,3.091042453358316,0.13636363636363635,2.3333333333333335,0.9545454545454546,3.7142857142857144,0.9545454545454546,6.571428571428571,14,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006030,2.1972245773362196,0.1111111111111111,1.0,0.4444444444444444,3.0,0.4444444444444444,1.0,6,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006449,1.6094379124341003,0.2,1.0,1.0,3.2,1.0,3.0,3,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006451,2.0794415416798357,0.0,0.0,0.0,0.0,1.0,20.0,6,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL006464,1.6094379124341003,0.0,0.0,0.2,1.0,0.8,3.5,5,0.0,0.4,0.6,0.0,1,0,0,0,0
AGAL006490,5.147494476813453,0.5872093023255814,3.128712871287129,0.436046511627907,2.88,0.45930232558139533,2.0,139,0.4011627906976744,0.29069767441860467,0.14534883720930233,0.16279069767441862,1,0,0,0,0
AGAL006491,5.981414211254481,0.39646464646464646,3.140127388535032,0.29797979797979796,3.940677966101695,0.5909090909090909,2.051282051282051,247,0.25,0.3787878787878788,0.17676767676767677,0.19444444444444445,1,0,0,0,0
AGAL006494,5.0238805208462765,0.28289473684210525,3.3488372093023258,0.25,3.6842105263157894,0.8223684210526315,3.512,111,0.375,0.3092105263157895,0.16447368421052633,0.1513157894736842,1,0,0,0,0
AGAL006494X,1.791759469228055,0.3333333333333333,2.5,0.8333333333333334,3.0,0.8333333333333334,9.6,5,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006495,3.6375861597263857,0.34210526315789475,3.4615384615384617,0.631578947368421,2.9166666666666665,0.47368421052631576,3.9444444444444446,33,0.07894736842105263,0.21052631578947367,0.5789473684210527,0.13157894736842105,1,0,0,0,0
AGAL006495X,1.0986122886681098,1.0,3.0,0.0,0.0,0.6666666666666666,4.0,3,0.0,0.0,0.3333333333333333,0.6666666666666666,1,0,0,0,0
AGAL006506,1.791759469228055,0.3333333333333333,2.5,0.16666666666666666,3.0,0.8333333333333334,2.6,5,0.8333333333333334,0.0,0.0,0.16666666666666666,1,0,0,0,0
AGAL006510,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,2.5,3,0.0,1.0,0.0,0.0,1,0,0,0,0
AGAL006511,3.4657359027997265,0.3125,1.5,0.28125,3.4444444444444446,0.8125,14.653846153846153,28,0.125,0.15625,0.5,0.21875,1,0,0,0,0
AGAL006516,5.170483995038151,0.07954545454545454,2.9285714285714284,0.08522727272727272,4.2,0.9602272727272727,3.621301775147929,69,0.19318181818181818,0.5170454545454546,0.2897727272727273,0.0,1,0,0,0,0
AGAL006521,4.564348191467836,0.020833333333333332,3.5,0.125,3.75,1.0,2.75,50,0.5104166666666666,0.4791666666666667,0.0,0.010416666666666666,1,0,0,0,0
AGAL006522,2.0794415416798357,0.625,3.2,1.0,3.125,0.625,2.0,8,0.25,0.0,0.0,0.75,1,0,0,0,0
AGAL006523,0.6931471805599453,0.5,5.0,0.5,5.0,1.0,1.5,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006524,2.70805020110221,0.6666666666666666,3.4,0.6,3.2222222222222223,0.5333333333333333,1.625,13,0.8666666666666667,0.13333333333333333,0.0,0.0,1,0,0,0,0
AGAL006525,0.6931471805599453,0.5,6.0,0.5,4.0,1.0,3.0,2,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006526,2.8903717578961645,0.6666666666666666,2.6666666666666665,0.7777777777777778,3.0,0.8333333333333334,4.0,18,0.3333333333333333,0.1111111111111111,0.0,0.5555555555555556,1,0,0,0,0
AGAL006528,1.6094379124341003,1.0,4.0,1.0,3.8,0.4,1.0,5,0.4,0.0,0.2,0.4,1,0,0,0,0
AGAL006529,1.6094379124341003,0.8,4.0,0.8,2.75,0.6,9.0,5,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006533,1.3862943611198906,1.0,4.0,1.0,4.0,0.5,8.5,4,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006537,1.0986122886681098,0.3333333333333333,1.0,0.0,0.0,1.0,10.666666666666666,3,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006538,2.0794415416798357,1.0,2.25,0.125,1.0,0.0,0.0,7,0.375,0.25,0.25,0.125,1,0,0,0,0
AGAL006539X,0.6931471805599453,1.0,2.0,1.0,3.5,0.5,4.0,2,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006547,2.0794415416798357,0.25,4.5,0.0,0.0,0.875,5.857142857142857,7,0.375,0.25,0.375,0.0,1,0,0,0,0
AGAL006551,0.0,1.0,3.0,1.0,6.0,1.0,3.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL006553,0.6931471805599453,1.0,2.5,0.0,0.0,0.0,0.0,2,0.0,0.5,0.5,0.0,1,0,0,0,0
AGAL006555,0.6931471805599453,0.5,2.0,0.0,0.0,0.5,3.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006555X,1.6094379124341003,0.4,2.0,0.2,4.0,1.0,10.8,3,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006556,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006556X,1.791759469228055,0.5,5.333333333333333,0.5,3.3333333333333335,0.8333333333333334,7.8,3,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006557,5.087596335232384,0.11728395061728394,2.1052631578947367,0.12345679012345678,5.8,0.9506172839506173,2.175324675324675,141,0.2654320987654321,0.2222222222222222,0.24691358024691357,0.2654320987654321,1,0,0,0,0
AGAL006558,1.791759469228055,0.0,0.0,0.5,4.666666666666667,0.5,6.0,5,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006733,4.356708826689592,0.6666666666666666,3.3846153846153846,0.5769230769230769,2.8,0.3974358974358974,1.7741935483870968,74,0.4230769230769231,0.28205128205128205,0.1282051282051282,0.16666666666666666,1,0,0,0,0
AGAL006734,5.241747015059643,0.5079365079365079,3.3958333333333335,0.49206349206349204,3.043010752688172,0.5555555555555556,1.9619047619047618,142,0.42857142857142855,0.25396825396825395,0.1111111111111111,0.20634920634920634,1,0,0,0,0
AGAL006735,5.877735781779639,0.2857142857142857,3.127450980392157,0.24929971988795518,3.49438202247191,0.7507002801120448,2.2761194029850746,206,0.44537815126050423,0.16526610644257703,0.16806722689075632,0.22128851540616246,1,0,0,0,0
AGAL006735X,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,4.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL006736,5.723585101952381,0.30392156862745096,3.4086021505376345,0.24183006535947713,3.581081081081081,0.7941176470588235,2.3950617283950617,192,0.35294117647058826,0.23202614379084968,0.2679738562091503,0.14705882352941177,1,0,0,0,0
AGAL006737,5.978885764901122,0.21012658227848102,3.6144578313253013,0.20253164556962025,3.175,0.8556962025316456,3.3579881656804735,214,0.38734177215189874,0.22025316455696203,0.22784810126582278,0.16455696202531644,1,0,0,0,0
AGAL006737X,0.0,1.0,1.0,1.0,2.0,1.0,6.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006738,4.6913478822291435,0.22018348623853212,3.5416666666666665,0.26605504587155965,2.896551724137931,0.8715596330275229,4.378947368421053,79,0.06422018348623854,0.1651376146788991,0.46788990825688076,0.30275229357798167,1,0,0,0,0
AGAL006738X,2.302585092994046,0.3,4.333333333333333,0.4,4.75,1.0,10.7,9,0.1,0.0,0.2,0.7,1,0,0,0,0
AGAL006739,3.6109179126442243,0.2972972972972973,3.909090909090909,0.40540540540540543,3.8,0.6756756756756757,3.0,33,0.05405405405405406,0.2972972972972973,0.3783783783783784,0.2702702702702703,1,0,0,0,0
AGAL006739X,2.3978952727983707,0.9090909090909091,2.7,0.9090909090909091,2.9,0.6363636363636364,5.142857142857143,10,0.2727272727272727,0.0,0.2727272727272727,0.45454545454545453,1,0,0,0,0
AGAL006740,2.5649493574615367,0.6153846153846154,3.75,0.46153846153846156,3.1666666666666665,0.8461538461538461,5.363636363636363,12,0.38461538461538464,0.07692307692307693,0.0,0.5384615384615384,1,0,0,0,0
AGAL006740X,0.6931471805599453,1.0,5.5,1.0,3.5,1.0,1.5,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL006741,1.6094379124341003,0.6,3.3333333333333335,0.4,5.5,0.8,1.75,5,0.0,0.0,0.4,0.6,1,0,0,0,0
AGAL006742,6.248042874508429,0.18181818181818182,2.4468085106382977,0.18762088974854932,2.8350515463917527,0.7717601547388782,3.4235588972431077,291,0.32495164410058025,0.18375241779497098,0.26692456479690524,0.22437137330754353,1,0,0,0,0
AGAL006744,4.48863636973214,0.30337078651685395,2.1481481481481484,0.2808988764044944,2.36,0.7640449438202247,6.838235294117647,66,0.1797752808988764,0.43820224719101125,0.25842696629213485,0.12359550561797752,1,0,0,0,0
AGAL006745,4.143134726391533,0.09523809523809523,2.3333333333333335,0.15873015873015872,4.8,0.9365079365079365,5.864406779661017,56,0.19047619047619047,0.4603174603174603,0.1746031746031746,0.1746031746031746,1,0,0,0,0
AGAL006779,1.791759469228055,0.8333333333333334,2.6,0.6666666666666666,3.5,0.16666666666666666,1.0,6,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006779X,0.6931471805599453,0.5,1.0,0.5,2.0,1.0,2.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL006781,1.3862943611198906,0.5,2.5,0.5,4.0,1.0,2.25,4,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006783X,1.0986122886681098,0.6666666666666666,2.5,0.3333333333333333,1.0,1.0,3.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006786,3.4339872044851463,0.0967741935483871,1.0,0.12903225806451613,4.75,0.8709677419354839,1.5925925925925926,18,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006798,0.6931471805599453,0.5,5.0,0.5,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL006804,4.1588830833596715,0.140625,2.3333333333333335,0.1875,4.166666666666667,0.96875,10.790322580645162,49,0.15625,0.21875,0.5625,0.0625,1,0,0,0,0
AGAL006809,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,4.5,2,0.0,1.0,0.0,0.0,1,0,0,0,0
AGAL006820,3.1780538303479458,0.3333333333333333,3.5,0.375,6.111111111111111,0.8333333333333334,2.95,17,0.0,0.0,0.6666666666666666,0.3333333333333333,1,0,0,0,0
AGAL006827,2.0794415416798357,0.25,2.5,0.625,5.0,0.625,2.0,6,0.0,0.0,0.25,0.75,1,0,0,0,0
AGAL006840,1.791759469228055,0.6666666666666666,3.0,0.6666666666666666,4.5,0.8333333333333334,4.6,4,0.0,0.0,0.8333333333333334,0.16666666666666666,1,0,0,0,0
AGAL006853,0.6931471805599453,1.0,5.5,0.5,7.0,0.0,0.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL006856,2.1972245773362196,0.4444444444444444,3.0,0.4444444444444444,3.0,0.7777777777777778,1.5714285714285714,8,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,1,0,0,0,0
AGAL006856X,2.6390573296152584,0.5714285714285714,3.875,0.7142857142857143,3.3,0.9285714285714286,5.3076923076923075,14,0.2857142857142857,0.0,0.07142857142857142,0.6428571428571429,1,0,0,0,0
AGAL006857,2.1972245773362196,0.8888888888888888,3.625,0.8888888888888888,2.5,0.7777777777777778,3.857142857142857,9,0.0,0.1111111111111111,0.0,0.8888888888888888,1,0,0,0,0
AGAL006857X,2.4849066497880004,0.4166666666666667,4.0,0.4166666666666667,3.8,0.9166666666666666,3.4545454545454546,11,0.5833333333333334,0.0,0.0,0.4166666666666667,1,0,0,0,0
AGAL006858,1.9459101490553132,1.0,3.142857142857143,0.7142857142857143,3.6,0.5714285714285714,2.25,7,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,1,0,0,0,0
AGAL006858X,2.1972245773362196,0.8888888888888888,3.5,0.7777777777777778,4.285714285714286,0.7777777777777778,1.5714285714285714,9,0.5555555555555556,0.0,0.0,0.4444444444444444,1,0,0,0,0
AGAL006865,3.091042453358316,0.0,0.0,0.0,0.0,1.0,20.0,12,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL006867,3.912023005428146,0.32,2.3125,0.36,4.833333333333333,0.8,3.325,43,0.22,0.22,0.04,0.52,1,0,0,0,0
AGAL006892,3.044522437723423,0.2857142857142857,2.0,0.2857142857142857,7.666666666666667,0.9523809523809523,3.1,20,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.6190476190476191,1,0,0,0,0
AGAL006893,4.653960350157523,0.26666666666666666,2.5714285714285716,0.26666666666666666,5.035714285714286,0.8857142857142857,3.4946236559139785,90,0.21904761904761905,0.13333333333333333,0.14285714285714285,0.5047619047619047,1,0,0,0,0
AGAL006896,4.727387818712341,0.20353982300884957,2.4347826086956523,0.24778761061946902,3.857142857142857,0.9380530973451328,6.339622641509434,76,0.4690265486725664,0.25663716814159293,0.1415929203539823,0.13274336283185842,1,0,0,0,0
AGAL006898,2.1972245773362196,0.3333333333333333,1.6666666666666667,0.4444444444444444,1.5,0.7777777777777778,4.0,8,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,1,0,0,0,0
AGAL006898X,3.258096538021482,0.6153846153846154,3.125,0.6153846153846154,4.1875,0.9230769230769231,3.0416666666666665,25,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.46153846153846156,1,0,0,0,0
AGAL006902,2.3978952727983707,0.45454545454545453,4.2,0.45454545454545453,4.4,0.6363636363636364,1.4285714285714286,10,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.18181818181818182,1,0,0,0,0
AGAL006902X,3.4965075614664802,0.5757575757575758,3.526315789473684,0.5757575757575758,2.8421052631578947,0.9090909090909091,6.066666666666666,28,0.5454545454545454,0.06060606060606061,0.15151515151515152,0.24242424242424243,1,0,0,0,0
AGAL006904,3.6375861597263857,0.3157894736842105,3.0,0.2631578947368421,4.7,0.8157894736842105,2.838709677419355,32,0.42105263157894735,0.15789473684210525,0.05263157894736842,0.3684210526315789,1,0,0,0,0
AGAL006907,1.9459101490553132,0.7142857142857143,3.4,0.8571428571428571,4.0,0.42857142857142855,5.666666666666667,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,1,0,0,0,0
AGAL006907X,2.0794415416798357,1.0,3.75,0.875,4.428571428571429,0.5,1.75,8,0.625,0.0,0.0,0.375,1,0,0,0,0
AGAL006908,0.6931471805599453,0.5,1.0,1.0,2.0,0.0,0.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL006908X,0.6931471805599453,1.0,2.5,1.0,2.5,0.5,1.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006911,0.0,1.0,3.0,1.0,6.0,1.0,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0
AGAL006913,1.0986122886681098,0.6666666666666666,1.5,0.6666666666666666,2.0,1.0,5.333333333333333,3,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL006914,3.367295829986474,0.3103448275862069,2.5555555555555554,0.9655172413793104,3.0714285714285716,0.8275862068965517,7.583333333333333,20,0.0,0.034482758620689655,0.8275862068965517,0.13793103448275862,1,0,0,0,0
AGAL006915,4.477336814478207,0.5340909090909091,3.4680851063829787,0.6363636363636364,3.4107142857142856,0.8295454545454546,6.219178082191781,74,0.48863636363636365,0.10227272727272728,0.1590909090909091,0.25,1,0,0,0,0
AGAL006926,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,3.3333333333333335,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006940,1.791759469228055,0.6666666666666666,2.75,1.0,4.0,0.0,0.0,4,0.16666666666666666,0.5,0.3333333333333333,0.0,1,0,0,0,0
AGAL006942,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,2.6666666666666665,3,0.0,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0,0
AGAL006943,1.6094379124341003,0.6,3.3333333333333335,0.2,1.0,0.6,3.0,4,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006944,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,2.75,3,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL006945,3.091042453358316,0.13636363636363635,3.6666666666666665,0.09090909090909091,9.5,1.0,1.8636363636363635,18,0.045454545454545456,0.0,0.0,0.9545454545454546,1,0,0,0,0
AGAL007141,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007142,1.6094379124341003,0.6,3.0,0.8,6.0,0.4,1.5,5,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007143,4.110873864173311,0.639344262295082,3.5641025641025643,0.6885245901639344,2.5238095238095237,0.6065573770491803,2.054054054054054,56,0.18032786885245902,0.14754098360655737,0.26229508196721313,0.4098360655737705,1,0,0,0,0
AGAL007388,4.343805421853684,0.5584415584415584,3.604651162790698,0.6753246753246753,3.0961538461538463,0.6103896103896104,2.3617021276595747,69,0.24675324675324675,0.2077922077922078,0.3116883116883117,0.23376623376623376,1,0,0,0,0
AGAL007396,4.6913478822291435,0.13761467889908258,2.933333333333333,0.1834862385321101,6.55,0.9541284403669725,3.0,99,0.3761467889908257,0.26605504587155965,0.05504587155963303,0.30275229357798167,1,0,0,0,0
AGAL007397,2.772588722239781,0.5625,2.0,0.6875,5.090909090909091,0.4375,2.142857142857143,16,0.4375,0.0,0.0625,0.5,1,0,0,0,0
AGAL007503X,0.0,1.0,2.0,1.0,6.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007504,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007505,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007506,1.9459101490553132,0.0,0.0,0.42857142857142855,3.3333333333333335,0.8571428571428571,1.6666666666666667,7,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,1,0,0,0,0
AGAL007507,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007513,1.0986122886681098,0.6666666666666666,3.5,0.3333333333333333,3.0,0.3333333333333333,2.0,3,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007514,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007515,1.0986122886681098,0.3333333333333333,3.0,0.6666666666666666,2.0,0.3333333333333333,5.0,3,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007515X,0.6931471805599453,0.5,4.0,1.0,1.5,0.5,6.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL007516X,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007521,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007523,0.0,1.0,5.0,1.0,4.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007528,1.0986122886681098,0.6666666666666666,2.0,1.0,3.0,0.0,0.0,3,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,0
AGAL007529,1.0986122886681098,1.0,4.0,1.0,2.6666666666666665,0.0,0.0,3,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,0
AGAL007530,1.0986122886681098,0.3333333333333333,4.0,0.6666666666666666,2.5,0.3333333333333333,1.0,3,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0,0,0
AGAL007531,0.6931471805599453,1.0,4.5,1.0,3.5,0.5,2.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGAL007533,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007535,0.0,1.0,2.0,1.0,7.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007553,0.6931471805599453,0.5,1.0,0.0,0.0,1.0,2.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007702,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007703,2.302585092994046,0.2,2.0,0.2,2.0,1.0,3.4,10,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007704,1.9459101490553132,0.42857142857142855,1.3333333333333333,0.14285714285714285,4.0,0.7142857142857143,4.2,7,0.0,0.0,0.7142857142857143,0.2857142857142857,1,0,0,0,0
AGAL007705,3.4011973816621555,0.13333333333333333,4.75,0.13333333333333333,3.75,0.9666666666666667,4.793103448275862,18,0.0,0.23333333333333334,0.6666666666666666,0.1,1,0,0,0,0
AGAL007706,0.6931471805599453,0.5,3.0,0.5,4.0,1.0,9.5,2,0.0,0.0,0.5,0.5,1,0,0,0,0
AGAL007711,0.6931471805599453,1.0,3.0,1.0,3.5,0.0,0.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0
AGAL007712,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007715,1.9459101490553132,0.8571428571428571,2.1666666666666665,0.7142857142857143,2.2,0.5714285714285714,5.75,7,0.14285714285714285,0.0,0.0,0.8571428571428571,1,0,0,0,0
AGAL007723,2.302585092994046,0.3,3.0,0.4,2.5,0.6,3.0,7,0.8,0.2,0.0,0.0,1,0,0,0,0
AGAL007734,1.0986122886681098,0.6666666666666666,2.0,1.0,2.6666666666666665,0.6666666666666666,7.5,3,0.0,0.3333333333333333,0.0,0.6666666666666666,1,0,0,0,0
AGAL007739,2.995732273553991,0.6,2.75,0.65,4.923076923076923,0.55,2.4545454545454546,16,0.0,0.0,0.7,0.3,1,0,0,0,0
AGAL007763,1.3862943611198906,0.5,1.5,0.25,5.0,0.25,2.0,2,0.0,0.0,0.75,0.25,1,0,0,0,0
AGAL007764,1.0986122886681098,0.0,0.0,0.6666666666666666,4.0,0.6666666666666666,2.5,3,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007764X,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGAL007769,1.6094379124341003,0.2,1.0,0.4,2.5,0.6,5.666666666666667,3,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007773,5.111987788356544,0.1686746987951807,2.642857142857143,0.19879518072289157,6.363636363636363,0.9337349397590361,2.806451612903226,124,0.5,0.2289156626506024,0.0783132530120482,0.1927710843373494,1,0,0,0,0
AGAL007781,0.0,1.0,3.0,1.0,5.0,1.0,2.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL007784,2.5649493574615367,0.38461538461538464,4.6,0.5384615384615384,3.5714285714285716,0.7692307692307693,10.6,13,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385,1,0,0,0,0
AGAL008008,2.3978952727983707,0.18181818181818182,3.5,0.9090909090909091,4.2,0.9090909090909091,5.2,8,0.0,0.0,0.2727272727272727,0.7272727272727273,1,0,0,0,0
AGAL008009,1.0986122886681098,0.6666666666666666,2.5,1.0,4.666666666666667,1.0,7.333333333333333,3,0.0,0.0,1.0,0.0,1,0,0,0,0
AGAL008010,2.995732273553991,0.3,2.1666666666666665,0.95,3.473684210526316,0.95,7.894736842105263,13,0.0,0.0,0.75,0.25,1,0,0,0,0
AGAL008011,2.5649493574615367,0.3076923076923077,3.0,0.9230769230769231,3.75,0.9230769230769231,8.75,10,0.0,0.0,0.8461538461538461,0.15384615384615385,1,0,0,0,0
AGAL008012,3.044522437723423,0.3333333333333333,2.5714285714285716,0.8571428571428571,2.5,0.8095238095238095,11.294117647058824,17,0.0,0.0,0.14285714285714285,0.8571428571428571,1,0,0,0,0
AGAL008013,3.4657359027997265,0.28125,2.6666666666666665,0.96875,2.870967741935484,0.875,11.357142857142858,20,0.0,0.0,0.3125,0.6875,1,0,0,0,0
AGAL008014,1.3862943611198906,1.0,6.25,1.0,11.75,0.25,2.0,4,0.0,0.0,0.0,1.0,1,0,0,0,0
AGOL004723,2.302585092994046,0.6,2.8333333333333335,0.6,4.333333333333333,0.5,1.6,7,0.0,0.0,1.0,0.0,1,0,0,0,0
AGOL004725,3.4657359027997265,0.40625,2.6923076923076925,0.4375,5.285714285714286,0.65625,1.3333333333333333,26,0.03125,0.125,0.5,0.34375,1,0,0,0,0
AGOL004726,5.5134287461649825,0.11693548387096774,2.3793103448275863,0.14919354838709678,5.324324324324325,0.8911290322580645,1.6877828054298643,177,0.4435483870967742,0.15725806451612903,0.28225806451612906,0.11693548387096774,1,0,0,0,0
AGOL004728,6.131226489483141,0.1,2.4782608695652173,0.11739130434782609,6.277777777777778,0.9326086956521739,1.7738927738927739,251,0.3565217391304348,0.26956521739130435,0.18478260869565216,0.1891304347826087,1,0,0,0,0
AGOL004731,0.6931471805599453,1.0,2.0,1.0,2.0,0.0,0.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGOL004732,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1,0,0,0,0
AGOL004733,0.6931471805599453,1.0,3.5,0.5,5.0,0.0,0.0,2,0.5,0.0,0.0,0.5,1,0,0,0,0
AGOL004986,4.174387269895637,0.18461538461538463,2.5,0.16923076923076924,5.2727272727272725,0.8153846153846154,2.207547169811321,41,0.5230769230769231,0.09230769230769231,0.0,0.38461538461538464,1,0,0,0,0
AGOL004987,3.258096538021482,0.2692307692307692,2.0,0.2692307692307692,3.7142857142857144,0.6923076923076923,1.5555555555555556,23,0.5,0.15384615384615385,0.038461538461538464,0.3076923076923077,1,0,0,0,0
AGOL004991,5.673323267171493,0.12371134020618557,2.3055555555555554,0.16838487972508592,5.408163265306122,0.9209621993127147,3.216417910447761,193,0.30584192439862545,0.28865979381443296,0.19243986254295534,0.21305841924398625,1,0,0,0,0
AGOL004992,5.236441962829949,0.19148936170212766,2.5555555555555554,0.23404255319148937,5.5227272727272725,0.9042553191489362,3.364705882352941,131,0.3404255319148936,0.12234042553191489,0.28191489361702127,0.2553191489361702,1,0,0,0,0
AGOL005009,3.6375861597263857,0.10526315789473684,3.25,0.9473684210526315,1.2777777777777777,0.0,0.0,37,0.21052631578947367,0.2631578947368421,0.4473684210526316,0.07894736842105263,1,0,0,0,0
AGOL005019,2.5649493574615367,0.3076923076923077,2.75,0.46153846153846156,3.6666666666666665,0.6153846153846154,1.375,11,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.5384615384615384,1,0,0,0,0
AGOL005020,0.6931471805599453,0.5,4.0,1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,1,0,0,0,0
