SKU,Lines,LooseUOH1Lines,LooseUOH1sperLooseUOH1Lines,FullUOH2Lines,FullUOH2sperFullUOH2Lines,FullUOH3Lines,FullUOH3sperFullUOH3Lines,ShipDate,1,2,3,4,A,C,M,P,R
AAOG003005,2.9444389791664403,0.05263157894736842,5.0,0.8947368421052632,2.0588235294117645,0.10526315789473684,1.0,12,0.0,1.0,0.0,0.0,1,0,0,0,0
AAOG003006,3.713572066704308,0.14634146341463414,2.6666666666666665,0.8048780487804879,5.242424242424242,0.14634146341463414,1.5,21,0.0,0.9024390243902439,0.0975609756097561,0.0,1,0,0,0,0
AAOL003001,4.04305126783455,0.15789473684210525,2.0,0.7894736842105263,5.2,0.40350877192982454,1.434782608695652,28,0.0,0.6842105263157895,0.3157894736842105,0.0,1,0,0,0,0
AAOL003002,1.0986122886681098,0.6666666666666666,1.5,0.3333333333333333,6.0,0.6666666666666666,1.0,3,0.0,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0,0
AAOL003003,1.791759469228055,0.3333333333333333,3.5,0.3333333333333333,6.0,0.6666666666666666,1.0,4,0.0,1.0,0.0,0.0,1,0,0,0,0
AAOL003004,2.995732273553991,0.15,4.333333333333333,0.4,2.625,0.65,1.2307692307692308,14,0.0,0.75,0.25,0.0,1,0,0,0,0
AAOL003013,1.6094379124341003,0.0,0.0,0.2,5.0,0.8,5.25,3,0.0,0.2,0.8,0.0,1,0,0,0,0
AAOL003015,0.0,1.0,4.0,1.0,6.0,0.0,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,0
AAOP005000,1.3862943611198906,0.75,1.3333333333333333,0.5,5.5,0.75,5.0,4,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005001,2.0794415416798357,0.25,2.5,0.625,5.8,0.75,2.0,8,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005002,1.3862943611198906,0.5,1.5,0.5,6.5,0.25,3.0,3,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005003,1.0986122886681098,0.3333333333333333,4.0,0.6666666666666666,4.5,0.6666666666666666,1.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005004,0.6931471805599453,0.0,0.0,0.5,7.0,1.0,1.0,2,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005005,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005007,1.6094379124341003,0.2,1.0,0.4,2.5,0.8,1.5,4,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005008,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005009,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005010,1.0986122886681098,0.3333333333333333,5.0,0.6666666666666666,4.5,0.6666666666666666,5.5,3,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005011,1.6094379124341003,0.8,2.5,1.0,3.8,0.4,5.5,4,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005012,0.6931471805599453,1.0,4.5,1.0,3.0,1.0,1.0,2,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005013,0.0,1.0,2.0,1.0,4.0,1.0,3.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOP005014,0.0,1.0,6.0,1.0,5.0,1.0,10.0,1,0.0,0.0,1.0,0.0,1,0,0,0,0
AAOR003004,4.990432586778736,0.9727891156462585,2.4895104895104896,0.9863945578231292,3.793103448275862,0.034013605442176874,1.2,68,0.0,0.35374149659863946,0.6462585034013606,0.0,1,0,0,0,0
AAOR003006,2.995732273553991,0.15,3.0,0.75,2.533333333333333,0.1,1.0,16,0.0,0.05,0.95,0.0,1,0,0,0,0
