SKU,Lines,LooseUOH1Lines,UOH1perLine,FullUOH2Lines,UOH2perLine,FullUOH3Lines,UOH3perLine,ShipDate,A,C,M,P,R,1,2,3,4,A_oca,P_oca,C_oca,R_oca,M_oca,EUC,MIL,OLD,19_cluster,19_of,16_cluster,16_of,17_cluster,17_of,22_cluster,22_of,24_cluster,24_of,20_cluster,20_of
AAMB004022,20,0.0,0.0,0.9,10.722222222222221,0.25,1.4,11,1,0,0,0,0,0.8,0.2,0.0,0.0,0.7771428571428571,0.22285714285714286,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.6628505183452915,-2.0,5.849794711687978,,,-2.0,3.610364627299824,0.0,0.9999999999973548,0.0,1.0
AAMB004023,6,0.0,0.0,0.8333333333333334,7.8,0.16666666666666666,1.0,5,1,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.7678571428571429,0.23214285714285715,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5103265406560458,0.0,1.3562538451874597,,,-2.0,3.2680193181770756,0.0,0.9999999965191672,-2.0,2.163459200360797
AAMB004025,10,0.0,0.0,1.0,10.1,0.1,3.0,8,1,0,0,0,0,0.5,0.5,0.0,0.0,0.7790697674418605,0.22093023255813954,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.2876718808646992,0.0,0.9867743600472731,,,-2.0,2.483110166591398,0.0,1.1971428554247152,-2.0,3.0817221695850243
AAMB004026,134,0.022388059701492536,3.0,1.0,10.828358208955224,0.05970149253731343,2.625,70,1,0,0,0,0,0.4253731343283582,0.19402985074626866,0.05970149253731343,0.3208955223880597,0.8362193362193362,0.16378066378066378,0.0,0.0,0.0,1.0,0.0,133.0,0.0,0.9684608824379837,0.0,1.0104226669783678,,,0.0,1.0,0.0,0.9124401913897355,-2.0,7.019455679388128
AAOF003006,33,0.0,0.0,0.9696969696969697,1.96875,0.030303030303030304,1.0,17,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.971555695323473,-2.0,2.6595023580780284,,,,,0.0,0.9999999999961338,-2.0,11.84779359859364
AAOF003007,2,0.5,4.0,0.0,0.0,0.5,1.0,2,1,0,0,0,0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.397102685595712,-2.0,8.268993124370805,,,,,0.0,1.0000000000052305,0.0,1.0
AAOF003008,9,0.5555555555555556,4.0,0.5555555555555556,2.6,0.1111111111111111,1.0,5,1,0,0,0,0,0.0,0.0,1.0,0.0,0.8461538461538461,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,9.0,-1.0,1.3947759378268691,-1.0,1.6261666251731228,0.0,1.2415679979798115,-1.0,1.8557321478780868,-1.0,1.1755434272993377,-1.0,1.875341367160344
AAOF003009,2,0.5,3.0,0.0,0.0,0.5,1.0,2,1,0,0,0,0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,1.0000000000142986,,
AAOF003010,23,0.08695652173913043,4.5,0.9565217391304348,1.5454545454545454,0.0,0.0,14,1,0,0,0,0,0.0,0.391304347826087,0.6086956521739131,0.0,0.9714285714285714,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,23.0,-1.0,1.0128444934885648,-1.0,1.0591065178242869,0.0,1.0147459320505121,0.0,1.0758655049148242,-1.0,1.0074684882556475,0.0,1.074794739841997
AAOG003004,106,0.9716981132075472,2.4466019417475726,0.9716981132075472,3.796116504854369,0.0660377358490566,1.4285714285714286,47,1,0,0,0,0,0.0,0.5471698113207547,0.4528301886792453,0.0,1.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,1.1350094875756258,0.0,0.9912641310181026,,,,,0.0,1.0000000000093157,,
AAOG003005,19,0.05263157894736842,5.0,0.8947368421052632,2.0588235294117645,0.10526315789473684,1.0,12,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.971555695323473,,,,,,,0.0,0.9999999997535631,,
AAOG003006,41,0.14634146341463414,2.6666666666666665,0.8048780487804879,5.242424242424242,0.14634146341463414,1.5,21,1,0,0,0,0,0.0,0.9024390243902439,0.0975609756097561,0.0,0.9782608695652174,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0519296392417494,0.0,1.162551802090587,,,,,0.0,0.9999999999973588,,
AAOL003001,57,0.15789473684210525,2.0,0.7894736842105263,5.2,0.40350877192982454,1.434782608695652,28,1,0,0,0,0,0.0,0.6842105263157895,0.3157894736842105,0.0,0.9745222929936306,0.0,0.012738853503184714,0.012738853503184714,0.0,0.0,0.0,57.0,-1.0,1.0628271796620286,-1.0,1.0292246518810515,0.0,1.6248719464407255,0.0,1.001063481707682,0.0,1.07378715230297,0.0,1.0125979751561947
AAOL003002,3,0.6666666666666666,1.5,0.3333333333333333,6.0,0.6666666666666666,1.0,3,1,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.88,0.08,0.04,0.0,0.0,0.0,0.0,3.0,-1.0,0.9965006853647769,-1.0,1.0194258352251393,0.0,1.050654574094304,0.0,1.0213045254685802,0.0,1.0202554782503528,0.0,1.0050365824725607
AAOL003003,6,0.3333333333333333,3.5,0.3333333333333333,6.0,0.6666666666666666,1.0,4,1,0,0,0,0,0.0,1.0,0.0,0.0,0.8275862068965517,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,6.0,-1.0,0.9707779746551329,-1.0,1.2516689130040082,0.0,1.0150104071660055,0.0,0.9780080778593139,0.0,1.0647417557002936,0.0,0.9777236023683956
AAOL003004,20,0.15,4.333333333333333,0.4,2.625,0.65,1.2307692307692308,14,1,0,0,0,0,0.0,0.75,0.25,0.0,0.8582089552238806,0.029850746268656716,0.08208955223880597,0.029850746268656716,0.0,0.0,0.0,20.0,-1.0,1.0330090954786024,-1.0,1.0003340608709528,0.0,0.9619769704832386,-1.0,1.0020719076563167,-1.0,1.0338622543566314,-1.0,1.0060259151661302
AAOL003013,5,0.0,0.0,0.2,5.0,0.8,5.25,3,1,0,0,0,0,0.0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.285067058328317,0.0,1.0883456829586953,,,,,0.0,1.0000000021083832,,
AAOL003015,1,1.0,4.0,1.0,6.0,0.0,0.0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9901433264766577,,,,,,,0.0,0.9999999999551111,,
AAOP005000,4,0.75,1.3333333333333333,0.5,5.5,0.75,5.0,4,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2577504882615487,0.0,1.371933039153267,,,,,0.0,1.000000006908662,,
AAOP005001,8,0.25,2.5,0.625,5.8,0.75,2.0,8,1,0,0,0,0,0.0,0.0,1.0,0.0,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,8.0,-1.0,1.2686906324310419,-1.0,1.2472655129791668,0.0,1.9431209144199044,-1.0,1.1471670347371727,-1.0,1.3540644716183956,-1.0,1.2014716541220678
AAOP005002,4,0.5,1.5,0.5,6.5,0.25,3.0,3,1,0,0,0,0,0.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,3.0,-1.0,0.9890128914975141,-1.0,1.0934416960044953,-1.0,1.292147819760624,-1.0,0.9855974676504454,-1.0,0.9653431537901808,-1.0,1.0335020238751293
AAOP005003,3,0.3333333333333333,4.0,0.6666666666666666,4.5,0.6666666666666666,1.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0082375479106764,,,,,,,0.0,0.9999999999921456,,
AAOP005004,2,0.0,0.0,0.5,7.0,1.0,1.0,2,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0758650172857873,,,,,,,0.0,1.0000000000143183,,
AAOP005005,1,0.0,0.0,0.0,0.0,1.0,2.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8215828320745229,,,,,,,,,,
AAOP005007,5,0.2,1.0,0.4,2.5,0.8,1.5,4,1,0,0,0,0,0.0,0.0,1.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.9774692621699275,0.0,1.0,,,,,,,,
AAOP005008,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0788097886284547,,,,,,,,,,
AAOP005009,1,0.0,0.0,1.0,4.0,1.0,4.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9728654970551192,,,,,,,,,,
AAOP005010,3,0.3333333333333333,5.0,0.6666666666666666,4.5,0.6666666666666666,5.5,3,1,0,0,0,0,0.0,0.0,1.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,2.1275519461897363,0.0,1.2711628500145198,,,,,,,,
AAOP005011,5,0.8,2.5,1.0,3.8,0.4,5.5,4,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.9495056689338666,,,,,,,,,,
AAOP005012,2,1.0,4.5,1.0,3.0,1.0,1.0,2,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9936143039692606,,,,,,,,,,
AAOP005013,1,1.0,2.0,1.0,4.0,1.0,3.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9372180412794135,,,,,,,,,,
AAOP005014,1,1.0,6.0,1.0,5.0,1.0,10.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9808764940238863,,,,,,,,,,
AAOR003004,147,0.9727891156462585,2.4895104895104896,0.9863945578231292,3.793103448275862,0.034013605442176874,1.2,68,1,0,0,0,0,0.0,0.35374149659863946,0.6462585034013606,0.0,0.9973190348525469,0.002680965147453083,0.0,0.0,0.0,112.0,0.0,35.0,-2.0,140.0755977418938,-2.0,40.34745935094218,,,,,0.0,1.0000000000006126,,
AAOR003006,20,0.15,3.0,0.75,2.533333333333333,0.1,1.0,16,1,0,0,0,0,0.0,0.05,0.95,0.0,0.8111111111111111,0.0,0.14444444444444443,0.044444444444444446,0.0,1.0,0.0,19.0,-1.0,1.0186716031469003,-1.0,0.9989025473658486,-1.0,0.9585239286502478,-1.0,1.000459210846095,-1.0,1.0149620568982844,-1.0,0.9981970617547201
AAOR003007,27,0.2222222222222222,3.6666666666666665,0.8888888888888888,2.0,0.0,0.0,12,1,0,0,0,0,0.0,0.18518518518518517,0.8148148148148148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,-2.0,2.1370451248892883,0.0,1.359187578923094,,,,,0.0,1.0000000000022198,,
AAOR003008,39,0.07692307692307693,3.0,0.8974358974358975,1.3714285714285714,0.05128205128205128,1.0,24,1,0,0,0,0,0.0,0.46153846153846156,0.5384615384615384,0.0,0.9302325581395349,0.0,0.03875968992248062,0.031007751937984496,0.0,0.0,0.0,39.0,-1.0,0.9843406271316653,-1.0,0.9866555223276837,0.0,1.3036675137890215,-1.0,1.4628846130500945,-1.0,0.9560844510126018,-1.0,1.0314319600027226
AAOR003009,98,0.04081632653061224,2.25,0.9285714285714286,3.67032967032967,0.09183673469387756,1.1111111111111112,35,1,0,0,0,0,0.0,0.20408163265306123,0.7959183673469388,0.0,0.9470588235294117,0.026470588235294117,0.020588235294117647,0.0058823529411764705,0.0,0.0,0.0,98.0,-1.0,1.0127481943868453,-1.0,0.9967352653736394,0.0,0.9750405782943512,0.0,1.1392633190210266,0.0,0.9794794419102246,0.0,1.1057199874186865
AAUG006000,12,0.0,0.0,0.4166666666666667,4.0,1.0,2.6666666666666665,4,1,0,0,0,0,0.0,0.0,0.0,1.0,0.7131147540983607,0.28688524590163933,0.0,0.0,0.0,4.0,0.0,8.0,-2.0,2.9352941786194284,0.0,1.0021225026445548,,,,,0.0,0.9428571542221282,,
ABRA005029,64,0.078125,2.4,0.09375,7.333333333333333,0.96875,1.8387096774193548,44,1,0,0,0,0,0.703125,0.296875,0.0,0.0,0.7807407407407407,0.21925925925925926,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1.1486226174604883,0.0,1.1583158991853961,,,,,0.0,0.9484848484872674,,
ABRA005044,66,0.09090909090909091,2.6666666666666665,0.16666666666666666,5.454545454545454,0.8333333333333334,1.1272727272727272,54,1,0,0,0,0,0.45454545454545453,0.3939393939393939,0.0,0.15151515151515152,0.8479880774962743,0.15201192250372578,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.9348407857579686,0.0,0.9762946557777777,,,,,0.0,1.0000000000000058,,
ABRA005063,10,0.2,3.0,0.1,5.0,0.9,1.8888888888888888,9,1,0,0,0,0,0.1,0.6,0.3,0.0,0.859375,0.078125,0.0625,0.0,0.0,0.0,0.0,10.0,-1.0,0.9769485346032564,-1.0,1.0,0.0,1.1287968905329175,0.0,1.1154722990235717,0.0,0.9917556837153224,0.0,1.1152106709128993
ABRA005073,33,0.18181818181818182,4.833333333333333,0.30303030303030304,3.4,0.8181818181818182,2.4814814814814814,29,1,0,0,0,0,0.3939393939393939,0.5151515151515151,0.09090909090909091,0.0,0.9230769230769231,0.06666666666666667,0.010256410256410256,0.0,0.0,3.0,0.0,30.0,0.0,1.0007802201586224,0.0,0.9434826910723333,0.0,0.9400142201297678,0.0,1.0,0.0,1.0,0.0,0.930687800454139
ABRA005076,2,1.0,3.5,0.5,2.0,0.5,5.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9999999999919934,0.0,1.430515000973607,,,,,,,,
ABRA005092,36,0.25,2.3333333333333335,0.3333333333333333,5.083333333333333,0.7222222222222222,2.3076923076923075,33,1,0,0,0,0,0.75,0.25,0.0,0.0,0.8966666666666666,0.10333333333333333,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.9676982152735045,0.0,0.9850124891960206,,,,,0.0,1.0000000000128255,,
ABRA005115,2,1.0,3.5,0.5,2.0,0.0,0.0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.9032258064516129,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.553505227039141,0.0,1.1320953595345151,,,,,,,,
ABRA005127,69,0.14492753623188406,2.5,0.14492753623188406,6.7,0.8405797101449275,1.293103448275862,54,1,0,0,0,0,0.4492753623188406,0.2898550724637681,0.0,0.2608695652173913,0.848159509202454,0.15184049079754602,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.9662278501662576,0.0,1.0927533599420434,,,,,0.0,0.999999999999998,,
ABRA005132,12,0.9166666666666666,4.090909090909091,0.6666666666666666,2.0,0.3333333333333333,3.0,12,1,0,0,0,0,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.9740342687399274,0.0,1.0068459501832143,,,,,0.0,1.0222222225669033,,
ABRA005133,10,0.9,4.111111111111111,0.9,3.3333333333333335,0.3,2.0,9,1,0,0,0,0,0.4,0.3,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.986393759409666,0.0,1.0390049432261308,,,,,0.0,1.1971428553639099,,
ABRA005137,11,0.09090909090909091,3.0,0.09090909090909091,10.0,0.9090909090909091,1.0,11,1,0,0,0,0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8962264150943396,0.10377358490566038,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0962000522559812,0.0,1.0954786678744335,,,,,0.0,1.0444444443713456,,
ABRA005162,108,0.12037037037037036,2.6923076923076925,0.1111111111111111,5.5,0.9074074074074074,1.5918367346938775,94,1,0,0,0,0,0.49074074074074076,0.24074074074074073,0.0,0.26851851851851855,0.9120331950207469,0.08796680497925312,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1.087141075639361,0.0,1.1361144168654824,,,,,0.0,0.9684210526298533,,
ABRA005165,10,0.5,3.2,0.6,2.8333333333333335,0.4,2.25,10,1,0,0,0,0,0.5,0.4,0.0,0.1,0.9130434782608695,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9458667621767061,-2.0,19.47984454583052,,,,,,,,
ABRA005166,57,0.2631578947368421,4.666666666666667,0.3333333333333333,3.9473684210526314,0.7894736842105263,2.8666666666666667,56,1,0,0,0,0,0.38596491228070173,0.3157894736842105,0.05263157894736842,0.24561403508771928,0.8773946360153256,0.1206896551724138,0.0,0.0,0.0019157088122605363,0.0,0.0,57.0,0.0,0.9634191330327884,0.0,1.0485133389069514,,,0.0,1.2770882859549406,0.0,1.0114374131726005,,
ABRA005167,159,0.1509433962264151,2.8333333333333335,0.2578616352201258,4.341463414634147,0.7735849056603774,1.6991869918699187,120,1,0,0,0,0,0.3270440251572327,0.3270440251572327,0.012578616352201259,0.3333333333333333,0.8514328808446455,0.14102564102564102,0.0022624434389140274,0.0007541478129713424,0.004524886877828055,9.0,0.0,150.0,0.0,1.063592457072466,0.0,1.024766785064687,0.0,1.0,0.0,1.0213896065692292,0.0,1.0479804344391876,0.0,1.0322315754689009
ABRA005168,232,0.3232758620689655,3.1066666666666665,0.21551724137931033,4.12,0.6120689655172413,1.6619718309859155,161,1,0,0,0,0,0.2672413793103448,0.30603448275862066,0.01293103448275862,0.41379310344827586,0.8500986193293886,0.1346153846153846,0.004930966469428008,0.0019723865877712033,0.008382642998027613,11.0,0.0,221.0,-1.0,1.282885880360472,0.0,1.3586156688767448,0.0,0.9614472065261352,0.0,1.0009403857905455,0.0,1.075738252482274,0.0,0.9976313233905417
ABRA005169,329,0.17933130699088146,3.23728813559322,0.14893617021276595,3.877551020408163,0.7963525835866262,1.5610687022900764,202,1,0,0,0,0,0.3951367781155015,0.25835866261398177,0.0182370820668693,0.3282674772036474,0.8337696335078534,0.15903141361256545,0.0022905759162303663,0.000981675392670157,0.003926701570680628,17.0,0.0,312.0,0.0,1.1985464434080977,0.0,0.9786310630198629,0.0,1.0,0.0,0.9697645906921624,0.0,0.9968772296843659,0.0,0.972404610539634
ABRA005170,91,0.2087912087912088,3.0526315789473686,0.1978021978021978,2.8333333333333335,0.7582417582417582,2.1449275362318843,78,1,0,0,0,0,0.3626373626373626,0.4065934065934066,0.02197802197802198,0.2087912087912088,0.8059701492537313,0.18369690011481057,0.001148105625717566,0.004592422502870264,0.004592422502870264,4.0,2.0,85.0,-1.0,1.4622800548357604,-1.0,1.8200679809693816,-2.0,4.773834462851068,0.0,1.343375123558218,0.0,1.510137156716669,0.0,1.3096860424309114
ABRA005170X,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4384130515419113,0.0,1.398610374578101,,,,,,,,
ABRA005171,10,0.4,2.25,0.3,2.3333333333333335,0.6,1.8333333333333333,10,1,0,0,0,0,0.7,0.3,0.0,0.0,0.8775510204081632,0.11224489795918367,0.01020408163265306,0.0,0.0,0.0,0.0,10.0,0.0,1.0006890421910541,0.0,1.0169926642628742,0.0,0.9400142201297678,0.0,1.0,0.0,1.0,0.0,0.930687800454139
ABRA005172,48,0.16666666666666666,3.0,0.2708333333333333,2.6923076923076925,0.7708333333333334,1.972972972972973,42,1,0,0,0,0,0.3541666666666667,0.3958333333333333,0.0,0.25,0.8734939759036144,0.12650602409638553,0.0,0.0,0.0,6.0,0.0,42.0,0.0,1.005739917265099,0.0,1.039074957731454,,,,,0.0,0.9999999999973588,,
ABRA005173,3,1.0,3.3333333333333335,1.0,3.3333333333333335,0.6666666666666666,7.5,3,1,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0113228572650108,0.0,0.9715155837966458,,,,,,,,
ABRA005191,1,0.0,0.0,0.0,0.0,1.0,4.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2662719297947165,,,,,,,,,,
ABRA005201,8,0.25,3.5,0.375,3.3333333333333335,1.0,15.625,7,1,0,0,0,0,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-2.0,2.374855923626382,0.0,1.0150980378845431,,,,,,,,
ABRA005203,3,1.0,2.3333333333333335,1.0,4.333333333333333,1.0,7.666666666666667,3,1,0,0,0,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0399588985758736,0.0,0.9953200046293531,,,,,,,,
ABRA005210,1,0.0,0.0,1.0,3.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9025400608103255,,,,,,,,,,
ABRA005211,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6477054008715748,,,,,,,,,,
ABRA005218,24,0.625,3.1333333333333333,0.5416666666666666,3.1538461538461537,0.4583333333333333,1.5454545454545454,24,1,0,0,0,0,0.3333333333333333,0.375,0.0,0.2916666666666667,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,24.0,-2.0,2.4172765164461727,0.0,1.0000092013984143,,,,,0.0,1.0000000002543623,,
ABRA005221,98,0.42857142857142855,3.0714285714285716,0.21428571428571427,4.285714285714286,0.5102040816326531,1.46,86,1,0,0,0,0,0.5102040816326531,0.24489795918367346,0.01020408163265306,0.23469387755102042,0.8455971049457177,0.14957780458383596,0.0,0.0,0.0048250904704463205,6.0,0.0,92.0,0.0,0.9908827330811784,0.0,0.9793236296102558,,,0.0,1.0161352589961319,0.0,1.153810474534707,,
ABRA005222,119,0.2605042016806723,3.2903225806451615,0.2184873949579832,3.423076923076923,0.7142857142857143,1.4823529411764707,87,1,0,0,0,0,0.44537815126050423,0.2605042016806723,0.025210084033613446,0.2689075630252101,0.8412348401323043,0.15545755237045203,0.0011025358324145535,0.0011025358324145535,0.0011025358324145535,2.0,1.0,116.0,0.0,1.0543610466675417,0.0,1.0104483734304597,0.0,1.0525156952096446,0.0,1.0072676605044577,0.0,1.7392270256740858,0.0,1.0053576845042917
