SKU,Lines,LooseUOH1Lines,UOH1perLine,FullUOH2Lines,UOH2perLine,FullUOH3Lines,UOH3perLine,ShipDate,A,C,M,P,R,1,2,3,4,A_oca,P_oca,C_oca,R_oca,M_oca,EUC,MIL,OLD,36_cluster,36_of,42_cluster,42_of,46_cluster,46_of,50_cluster,50_of,39_cluster,39_of,44_cluster,44_of
AFUJ006627,22,0.4090909090909091,3.3333333333333335,0.2727272727272727,3.3333333333333335,0.5454545454545454,1.9166666666666667,18,1,0,0,0,0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.0,0.8947368421052632,0.05921052631578947,0.046052631578947366,0.0,0.0,1.0,0.0,21.0,0.0,0.9933174137731037,,,0.0,0.9750000000009799,,,0.0,1.0001021816862004,0.0,0.9602792379237293
AFUJ006628,1,1.0,4.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006629,64,0.25,2.25,0.28125,5.611111111111111,0.765625,1.9591836734693877,52,1,0,0,0,0,0.125,0.46875,0.1875,0.21875,0.8770864946889226,0.11987860394537178,0.0015174506828528073,0.0015174506828528073,0.0,12.0,0.0,52.0,0.0,1.1583051300393656,,,0.0,1.2356850797688734,,,0.0,1.2311613206214467,0.0,1.0018509418966768
AFUJ006630,289,0.1384083044982699,2.525,0.16262975778546712,5.829787234042553,0.8823529411764706,1.776470588235294,229,1,0,0,0,0,0.32525951557093424,0.23875432525951557,0.18685121107266436,0.2491349480968858,0.8940209691130632,0.09691130631907056,0.004817228676678946,0.0031170303202040237,0.0011334655709832814,22.0,0.0,267.0,0.0,1.1400077835431024,,,0.0,1.089333650289566,,,0.0,1.1817967303041916,0.0,1.1644798884404355
AFUJ006631,47,0.3404255319148936,2.125,0.2127659574468085,4.3,0.6170212765957447,2.3448275862068964,44,1,0,0,0,0,0.10638297872340426,0.2978723404255319,0.46808510638297873,0.1276595744680851,0.8415637860082305,0.10699588477366255,0.018518518518518517,0.024691358024691357,0.00823045267489712,25.0,0.0,22.0,0.0,1.5542465109679249,0.0,0.9999999997192062,0.0,1.2213614557491657,0.0,0.9999999999672127,-1.0,1.0778547725059997,-1.0,1.0914093459255076
AFUJ006635,187,0.12299465240641712,2.5217391304347827,0.12299465240641712,4.956521739130435,0.9625668449197861,2.6444444444444444,131,1,0,0,0,0,0.45454545454545453,0.24064171122994651,0.0053475935828877,0.2994652406417112,0.7828371278458844,0.2171628721541156,0.0,0.0,0.0,11.0,0.0,176.0,0.0,1.0280854520787295,,,0.0,1.0869952098475997,,,0.0,0.9879434406540899,0.0,1.0282575389159465
AFUJ006637,62,0.1774193548387097,2.727272727272727,0.1935483870967742,4.583333333333333,0.8870967741935484,4.0181818181818185,45,1,0,0,0,0,0.24193548387096775,0.5,0.08064516129032258,0.1774193548387097,0.8045454545454546,0.19545454545454546,0.0,0.0,0.0,5.0,0.0,57.0,0.0,1.0930626955558762,,,0.0,1.0049376550336737,,,0.0,1.1152737264107817,0.0,1.1106646011843684
AFUJ006638,26,0.4230769230769231,3.0,0.46153846153846156,4.166666666666667,0.8076923076923077,9.714285714285714,22,1,0,0,0,0,0.23076923076923078,0.38461538461538464,0.0,0.38461538461538464,0.9361702127659575,0.06382978723404255,0.0,0.0,0.0,13.0,0.0,13.0,0.0,1.1281855355656494,,,0.0,1.0030708283268293,,,0.0,1.0199724396204435,0.0,0.9883131876812916
AFUJ006640,4,0.75,2.0,0.25,1.0,0.0,0.0,4,1,0,0,0,0,1.0,0.0,0.0,0.0,0.8191489361702128,0.18085106382978725,0.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,0.0,1.102770770652452,0.0,1.0855212263036789
AFUJ006644,5,0.8,3.75,0.8,2.5,0.4,2.0,3,1,0,0,0,0,0.6,0.0,0.0,0.4,0.8307692307692308,0.15384615384615385,0.0,0.0,0.015384615384615385,1.0,0.0,4.0,,,,,,,,,0.0,1.0715662748417798,0.0,0.9713218850976755
AFUJ006647,1,0.0,0.0,1.0,8.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006652,1,1.0,2.0,1.0,2.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006654,1,1.0,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006656,9,0.0,0.0,0.1111111111111111,9.0,1.0,2.0,7,1,0,0,0,0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.9452054794520548,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,0.0,1.0539911045016335,0.0,0.9763666989728659
AFUJ006658,31,0.1935483870967742,3.0,0.2903225806451613,4.222222222222222,1.0,10.806451612903226,18,1,0,0,0,0,0.5483870967741935,0.12903225806451613,0.0,0.3225806451612903,0.9069767441860465,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,31.0,,,,,,,,,0.0,0.9718792529351008,0.0,1.0106385742780586
AFUJ006659,2,0.5,2.0,0.5,3.0,1.0,7.0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,0.984566994622252,,
AFUJ006660,11,0.8181818181818182,4.0,0.8181818181818182,3.3333333333333335,0.36363636363636365,1.0,9,1,0,0,0,0,0.0,0.0,0.0,1.0,0.8195488721804511,0.17293233082706766,0.0,0.0,0.007518796992481203,0.0,0.0,11.0,,,,,,,,,0.0,0.9617968600000684,0.0,0.9989487400151589
AFUJ006661,12,0.6666666666666666,3.375,0.5,3.0,0.25,2.0,11,1,0,0,0,0,0.08333333333333333,0.0,0.0,0.9166666666666666,0.8481012658227848,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,12.0,,,,,,,,,0.0,1.141078467936906,0.0,1.2258528528398696
AFUJ006662,7,0.5714285714285714,2.25,0.2857142857142857,4.0,0.42857142857142855,1.3333333333333333,7,1,0,0,0,0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.8135593220338984,0.1864406779661017,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,0.0,1.0020000026148266,0.0,1.028093619863681
AFUJ006663,10,0.4,3.25,0.4,3.5,0.7,2.0,10,1,0,0,0,0,0.1,0.0,0.0,0.9,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,0.0,1.0059838841981839,0.0,1.10467956755884
AFUJ006663X,1,0.0,0.0,0.0,0.0,1.0,7.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.9926035053011478,,
AFUJ006667,3,0.6666666666666666,3.5,0.6666666666666666,3.0,0.0,0.0,3,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9642857142857143,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,0.0,0.9531852139425331,0.0,0.9999939277708212
AFUJ006670X,2,1.0,1.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,-2.0,2.2511698643900435,,
AFUJ006671X,11,0.7272727272727273,3.375,0.45454545454545453,2.8,0.36363636363636365,2.25,9,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9895833333333334,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,0.0,1.0,0.0,0.9988374711492838
AFUJ006672X,11,0.7272727272727273,3.5,0.5454545454545454,2.1666666666666665,0.5454545454545454,2.0,9,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9895833333333334,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,0.0,1.0,,
AFUJ006673X,13,0.7692307692307693,3.4,0.5384615384615384,3.0,0.5384615384615384,1.7142857142857142,11,1,0,0,0,0,0.0,0.0,0.0,1.0,0.990909090909091,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,13.0,,,,,,,,,-2.0,2.11911593785314,0.0,0.9998105302262303
AFUJ006674X,12,0.5833333333333334,3.4285714285714284,0.5833333333333334,3.857142857142857,0.4166666666666667,2.8,10,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9906542056074766,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,12.0,,,,,,,,,0.0,0.986338053150352,0.0,0.9997342379143891
AFUJ006675X,9,0.4444444444444444,2.75,0.6666666666666666,3.1666666666666665,0.6666666666666666,1.5,8,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9859154929577465,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,0.0,1.11785153483223,0.0,1.035741256373669
AFUJ006676X,11,0.7272727272727273,2.875,0.5454545454545454,3.0,0.7272727272727273,2.0,10,1,0,0,0,0,0.0,0.0,0.0,1.0,0.988950276243094,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,0.0,1.0,0.0,0.9976600550035004
AFUJ006677X,6,0.5,2.0,0.3333333333333333,2.5,0.8333333333333334,2.0,6,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,0.0,1.0047514740143366,,
AFUJ006678X,8,0.75,2.5,0.375,3.0,0.875,1.7142857142857142,7,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9854014598540146,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,0.0,1.0,0.0,0.986479923885876
AFUJ006679X,9,0.7777777777777778,4.0,0.5555555555555556,3.6,0.3333333333333333,1.3333333333333333,7,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9864864864864865,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,0.0,1.1203412020745163,0.0,1.0413465880253299
AFUJ006680X,2,1.0,2.5,0.5,3.0,0.5,5.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
AFUJ006681X,2,0.5,2.0,0.5,4.0,0.5,2.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
AFUJ006682X,1,1.0,5.0,1.0,3.0,1.0,1.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006683X,1,1.0,1.0,1.0,5.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006688,8,0.5,2.75,0.625,5.6,0.75,1.5,7,1,0,0,0,0,0.125,0.0,0.0,0.875,0.7475728155339806,0.2524271844660194,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,0.0,1.0179978622812418,0.0,0.9587518876116586
AFUJ006689,4,0.5,3.0,0.5,1.0,0.75,2.6666666666666665,4,1,0,0,0,0,0.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,0.0,0.985714285714986,0.0,0.9854953180005666
AFUJ006772,3,0.0,0.0,1.0,10.333333333333334,0.6666666666666666,1.0,3,1,0,0,0,0,0.0,0.0,1.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,0.0,1.000001437839367
AFUJ006775,344,0.26744186046511625,2.510869565217391,0.23837209302325582,2.231707317073171,0.6947674418604651,1.794979079497908,227,1,0,0,0,0,0.4331395348837209,0.23837209302325582,0.11337209302325581,0.21511627906976744,0.7981425839934444,0.19420923245015023,0.00518983884184649,0.002458344714558864,0.0,46.0,0.0,298.0,0.0,1.3579246105197642,0.0,1.0000000000002083,0.0,1.0582450921876227,0.0,0.9999999999979774,0.0,1.28330052968778,0.0,1.210195656863282
AFUJ006776,220,0.08636363636363636,3.0526315789473686,0.11363636363636363,4.08,0.9363636363636364,2.8349514563106797,169,1,0,0,0,0,0.2545454545454545,0.2409090909090909,0.2681818181818182,0.23636363636363636,0.8156156156156156,0.17597597597597597,0.006606606606606606,0.0012012012012012011,0.0006006006006006006,47.0,0.0,173.0,0.0,1.3412255726038123,0.0,0.999999999999895,0.0,1.7762212205869825,0.0,1.0000000000006786,0.0,1.0062054203846134,0.0,1.340244026893476
AFUJ006790,1,1.0,1.0,1.0,1.0,1.0,2.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.9623330437776264,,
AFUJ006790X,7,0.8571428571428571,2.5,0.8571428571428571,3.0,0.2857142857142857,1.5,7,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9827586206896551,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,0.0,1.5494117456351504,0.0,1.255781887650722
AFUJ006791X,3,1.0,6.0,0.3333333333333333,2.0,0.6666666666666666,1.5,3,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9761904761904762,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,0.0,1.0000920218254559,0.0,1.0369314129690053
AFUJ006794X,1,1.0,6.0,1.0,1.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006795X,2,1.0,4.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
AFUJ006796X,10,0.7,3.7142857142857144,0.8,2.25,0.5,1.6,9,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9938650306748467,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,0.0,1.7275710872882784,-2.0,297.31281418814757
AFUJ006807X,4,1.0,3.25,0.5,4.0,0.0,0.0,4,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9883720930232558,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,-2.0,3.202521003222666,-2.0,2.1306167529869593
AFUJ006842,1,1.0,6.0,1.0,2.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ006883X,2,1.0,4.0,1.0,2.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
AFUJ006884X,9,0.4444444444444444,3.0,0.7777777777777778,2.4285714285714284,0.2222222222222222,1.0,8,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9941176470588236,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,-2.0,2.2808182952118736,-2.0,182.7564305733616
AFUJ006940,112,0.08928571428571429,2.7,0.09821428571428571,6.090909090909091,0.9107142857142857,2.1470588235294117,89,1,0,0,0,0,0.044642857142857144,0.2767857142857143,0.23214285714285715,0.44642857142857145,0.8291015625,0.1708984375,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1.0199754819257663,,,0.0,0.996609805470517,,,0.0,1.117182667028498,0.0,0.9938519568962908
AFUJ007010,131,0.10687022900763359,2.7857142857142856,0.1450381679389313,4.157894736842105,0.9847328244274809,3.3333333333333335,77,1,0,0,0,0,0.48091603053435117,0.3435114503816794,0.08396946564885496,0.0916030534351145,0.7581395348837209,0.24186046511627907,0.0,0.0,0.0,35.0,0.0,96.0,0.0,1.0247769801841875,0.0,1.0000000000001035,0.0,1.255037071367732,0.0,1.0000000000017184,0.0,1.2623396708279921,0.0,1.0030589592998715
AFUJ007059,2,1.0,1.5,1.0,2.0,1.0,5.5,2,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0081570505966746,,,0.0,1.1249300699262217,,,0.0,0.9888898363910572,0.0,1.6054041916981086
AFUJ007065,6,0.0,0.0,1.0,2.6666666666666665,1.0,4.0,4,1,0,0,0,0,0.0,0.0,0.0,1.0,0.7391304347826086,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,0.0,1.000183934712723,0.0,1.081219095192355
AFUJ007185,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.9663187248949712,0.0,1.1121443491996066
AFUJ007190,23,0.0,0.0,0.391304347826087,1.3333333333333333,1.0,14.043478260869565,8,1,0,0,0,0,0.5217391304347826,0.0,0.0,0.4782608695652174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,,,,,,,0.0,0.9809331282009655,0.0,0.9847903316745912
AFUJ007230,5,1.0,4.6,1.0,8.8,0.2,1.0,4,1,0,0,0,0,0.0,0.0,0.0,1.0,0.84375,0.15625,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,0.0,1.1924565892530483,0.0,1.0722161005945359
AFUJ007503,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ007504,3,1.0,3.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1.0,0.0,0.0,0.0,0.8333333333333334,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.0,3.0,,,,,,,,,0.0,1.0889303091134477,0.0,1.8319021269739295
AFUJ007515,1,1.0,2.0,1.0,3.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,0.9999999999999998
AFUJ007517,1,1.0,4.0,1.0,2.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AFUJ007526,1,1.0,2.0,1.0,4.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
AFUJ007527,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,1.0,,
AFUJ007529,1,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,1.0201665274651288,0.0,1.004401492114845
AFUJ007556,2,1.0,2.0,1.0,3.0,0.0,0.0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,1.0062349106009805,0.0,0.9886439546422029
AGAL002108,2,1.0,3.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,1.0,0.0,0.9999979549509697
AGAL002109,8,0.625,3.8,0.625,2.4,0.125,1.0,7,1,0,0,0,0,0.0,0.0,0.0,1.0,0.9381443298969072,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,0.0,1.0868081361732211,0.0,1.108440032401163
AGAL002110,22,0.5454545454545454,3.0833333333333335,0.5,4.0,0.45454545454545453,1.6,17,1,0,0,0,0,0.045454545454545456,0.0,0.0,0.9545454545454546,0.8685258964143426,0.12749003984063745,0.0,0.0,0.00398406374501992,0.0,0.0,22.0,,,,,,,,,0.0,1.0184179692922062,0.0,1.0555735559956376
AGAL002111,25,0.24,3.8333333333333335,0.36,3.2222222222222223,0.72,1.5555555555555556,19,1,0,0,0,0,0.0,0.0,0.0,1.0,0.864406779661017,0.13559322033898305,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.9945926730066882,,,0.0,0.9750000000000816,,,0.0,0.9970048753225369,0.0,0.9707485983401224
AGAL002111X,1,1.0,6.0,1.0,1.0,1.0,6.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AGAL002112,29,0.3103448275862069,3.5555555555555554,0.3103448275862069,3.0,0.6896551724137931,2.25,22,1,0,0,0,0,0.0,0.0,0.0,1.0,0.8359375,0.16015625,0.0,0.0,0.00390625,0.0,0.0,29.0,0.0,0.9968748130302455,,,0.0,1.0,,,0.0,1.1237997515444296,0.0,1.1903374911844211
AGAL002112X,1,1.0,1.0,1.0,6.0,1.0,1.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AGAL002113,6,0.5,3.0,0.3333333333333333,3.5,0.6666666666666666,1.25,5,1,0,0,0,0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0000548278585446,,,0.0,1.0092307692297564,,,0.0,1.0040072483711533,0.0,0.978159649178749
AGAL002113X,4,0.75,1.6666666666666667,0.75,2.6666666666666665,0.75,9.0,3,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,0.0,0.9561643835626153,0.0,0.9862106438868288
AGAL002114,2,0.5,1.0,1.0,4.0,0.5,1.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,0.9848510498634692,0.0,0.9618630733199343
AGAL002114X,1,1.0,6.0,1.0,5.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AGAL002115,3,0.6666666666666666,3.5,1.0,3.6666666666666665,0.3333333333333333,13.0,3,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,0.0,1.1776331397893283,,
AGAL002116,1,1.0,5.0,1.0,2.0,0.0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,1.0522799966028242,0.0,0.9999908230447039
AGAL002121,19,0.15789473684210525,2.3333333333333335,0.15789473684210525,5.333333333333333,0.9473684210526315,2.3333333333333335,16,1,0,0,0,0,0.05263157894736842,0.0,0.0,0.9473684210526315,0.9117647058823529,0.08455882352941177,0.0,0.0,0.003676470588235294,0.0,0.0,19.0,,,,,,,,,0.0,1.2344184405429683,0.0,1.1859920187251114
AGAL002123,12,0.25,3.3333333333333335,0.4166666666666667,4.6,0.8333333333333334,7.8,10,1,0,0,0,0,0.08333333333333333,0.0,0.0,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,12.0,,,,,,,,,0.0,1.201250882253517,0.0,1.5363992228912065
AGAL002123X,2,1.0,4.0,1.0,3.5,1.0,6.5,2,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,0.984566994622252,,
AGAL002124,2,0.5,3.0,1.0,2.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0.0,0.9514805620666287,,
AGAL002124X,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AGAL002125,4,0.0,0.0,0.25,4.0,1.0,5.5,4,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,0.0,0.8961060266338313,,
AGAL003760,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.9912858200177487,0.0,1.0057741786604222
AGAL003760X,3,0.6666666666666666,3.5,1.0,5.0,1.0,11.0,3,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,0.0,1.0502148033118666,,
AGAL005009,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.8928571428571429,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,-2.0,2.1172188865035437,0.0,1.298877199789992
AGAL005009X,1,1.0,5.0,1.0,6.0,1.0,6.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
AGAL005023,269,0.11524163568773234,2.4193548387096775,0.1449814126394052,6.153846153846154,0.9591078066914498,4.01937984496124,173,1,0,0,0,0,0.4200743494423792,0.2825278810408922,0.15613382899628253,0.1412639405204461,0.8423690205011389,0.15671981776765376,0.00045558086560364467,0.00045558086560364467,0.0,25.0,0.0,244.0,0.0,0.99111873652186,,,0.0,0.9894819124691713,,,0.0,1.0495642650940784,0.0,1.06164299847898
AGAL005026,26,0.6153846153846154,3.3125,0.5769230769230769,3.1333333333333333,0.5769230769230769,2.4,26,1,0,0,0,0,0.23076923076923078,0.0,0.0,0.7692307692307693,0.9151943462897526,0.08480565371024736,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.9973776023707102,,,0.0,0.9831799656628648,,,0.0,0.9663453344975332,0.0,1.0294543776880534
AGAL005028,66,0.803030303030303,2.830188679245283,0.5757575757575758,2.789473684210526,0.3181818181818182,1.2857142857142858,60,1,0,0,0,0,0.4393939393939394,0.30303030303030304,0.12121212121212122,0.13636363636363635,0.882768361581921,0.1016949152542373,0.005649717514124294,0.002824858757062147,0.007062146892655367,12.0,0.0,54.0,0.0,1.1490150556331646,,,0.0,1.0301341694091986,,,0.0,0.9558816387478715,0.0,0.9860791345537674
AGAL005029,287,0.4634146341463415,3.0150375939849625,0.24738675958188153,3.4225352112676055,0.5923344947735192,2.0294117647058822,186,1,0,0,0,0,0.2857142857142857,0.34494773519163763,0.21254355400696864,0.156794425087108,0.8360711841204654,0.1536618754277892,0.0037645448323066393,0.001026694045174538,0.0054757015742642025,64.0,0.0,223.0,0.0,1.628903152639036,0.0,1.0142257742256227,0.0,1.009218519414632,0.0,1.014225774223456,0.0,0.9788008140205384,0.0,1.0322035813473847
AGAL005029X,1,1.0,3.0,0.0,0.0,1.0,8.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
