SKU,Lines,LooseUOH1Lines,UOH1perLine,FullUOH2Lines,UOH2perLine,FullUOH3Lines,UOH3perLine,ShipDate,A,C,M,P,R,1,2,3,4,A_oca,P_oca,C_oca,R_oca,M_oca,EUC,MIL,OLD,36_cluster,36_of,42_cluster,42_of,46_cluster,46_of,50_cluster,50_of,39_cluster,39_of,44_cluster,44_of
AAMB004021,6,0.0,0.0,1.0,11.0,0.0,0.0,4,1,0,0,0,0,0.5,0.5,0.0,0.0,0.7346938775510204,0.2653061224489796,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0081932348401588,-2.0,4.1202006296417855,0.0,0.9733333333379945,0.0,1.0,0.0,1.081257474719653,0.0,1.0154249639018165
AAMB004022,20,0.0,0.0,0.9,10.722222222222221,0.25,1.4,11,1,0,0,0,0,0.8,0.2,0.0,0.0,0.7771428571428571,0.22285714285714286,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.9954598622928756,0.0,1.0,0.0,0.9733333333356263,-2.0,47.179578028966525,0.0,1.0,0.0,1.1095114027078434
AAMB004023,6,0.0,0.0,0.8333333333333334,7.8,0.16666666666666666,1.0,5,1,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.7678571428571429,0.23214285714285715,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,1.0,0.0,0.9733333333346529,-2.0,15.250830839448431,0.0,1.2265533742195298,0.0,1.066868345823952
AAMB004025,10,0.0,0.0,1.0,10.1,0.1,3.0,8,1,0,0,0,0,0.5,0.5,0.0,0.0,0.7790697674418605,0.22093023255813954,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0067728645815874,0.0,1.0,0.0,1.0,-2.0,25.78574791269756,0.0,0.9940082666192793,0.0,1.0000009434119916
AAMB004026,134,0.022388059701492536,3.0,1.0,10.828358208955224,0.05970149253731343,2.625,70,1,0,0,0,0,0.4253731343283582,0.19402985074626866,0.05970149253731343,0.3208955223880597,0.8362193362193362,0.16378066378066378,0.0,0.0,0.0,1.0,0.0,133.0,0.0,0.9668402784461898,-2.0,1922471150.8041947,0.0,0.9895562375961499,-2.0,30935551.286465466,0.0,0.9706191776423563,0.0,1.0166444232443117
AAOF003006,33,0.0,0.0,0.9696969696969697,1.96875,0.030303030303030304,1.0,17,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.9849084995893854,0.0,1.0,0.0,1.1541323144377378,0.0,1.519372365118269,0.0,1.1048588362263199,0.0,0.9472419578129994
AAOF003007,2,0.5,4.0,0.0,0.0,0.5,1.0,2,1,0,0,0,0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0015447457328528,,,0.0,1.2856343656263862,0.0,1.468138578114049,0.0,0.9938133060247658,-2.0,4.250185700947459
AAOF003008,9,0.5555555555555556,4.0,0.5555555555555556,2.6,0.1111111111111111,1.0,5,1,0,0,0,0,0.0,0.0,1.0,0.0,0.8461538461538461,0.0,0.10256410256410256,0.05128205128205128,0.0,0.0,0.0,9.0,0.0,1.0014204898457357,,,0.0,1.039999999997964,0.0,1.0,-1.0,1.108327947817926,-1.0,1.184677939651466
AAOF003009,2,0.5,3.0,0.0,0.0,0.5,1.0,2,1,0,0,0,0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,,,,
AAOF003010,23,0.08695652173913043,4.5,0.9565217391304348,1.5454545454545454,0.0,0.0,14,1,0,0,0,0,0.0,0.391304347826087,0.6086956521739131,0.0,0.9714285714285714,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,23.0,0.0,1.0081384019130923,,,0.0,1.0399999999976428,,,-1.0,1.0079304859351803,-1.0,1.0161931841154466
AAOG003004,106,0.9716981132075472,2.4466019417475726,0.9716981132075472,3.796116504854369,0.0660377358490566,1.4285714285714286,47,1,0,0,0,0,0.0,0.5471698113207547,0.4528301886792453,0.0,1.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,1.062879993191855,0.0,1.0168067226890352,0.0,1.0173350126380343,0.0,1.0629605688409425,-2.0,9.409367295691009,0.0,1.5353725431849075
AAOG003005,19,0.05263157894736842,5.0,0.8947368421052632,2.0588235294117645,0.10526315789473684,1.0,12,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0007111586052482,,,0.0,1.0533333333336206,,,0.0,0.9846354770628363,-2.0,3.8911863973850798
AAOG003006,41,0.14634146341463414,2.6666666666666665,0.8048780487804879,5.242424242424242,0.14634146341463414,1.5,21,1,0,0,0,0,0.0,0.9024390243902439,0.0975609756097561,0.0,0.9782608695652174,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.9760700527391679,,,0.0,1.1963775528154468,,,0.0,1.3615961190580044,0.0,1.257021945013808
AAOL003001,57,0.15789473684210525,2.0,0.7894736842105263,5.2,0.40350877192982454,1.434782608695652,28,1,0,0,0,0,0.0,0.6842105263157895,0.3157894736842105,0.0,0.9745222929936306,0.0,0.012738853503184714,0.012738853503184714,0.0,0.0,0.0,57.0,0.0,1.007562425662886,,,0.0,0.9869192318106765,,,0.0,1.0451009677791978,0.0,0.9992326893425372
AAOL003002,3,0.6666666666666666,1.5,0.3333333333333333,6.0,0.6666666666666666,1.0,3,1,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.88,0.08,0.04,0.0,0.0,0.0,0.0,3.0,0.0,0.9611459605766519,,,0.0,1.1875457875393471,,,0.0,1.0355707559816323,0.0,1.0207265636114582
AAOL003003,6,0.3333333333333333,3.5,0.3333333333333333,6.0,0.6666666666666666,1.0,4,1,0,0,0,0,0.0,1.0,0.0,0.0,0.8275862068965517,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,6.0,,,,,,,,,0.0,0.9914798334875241,0.0,1.0296877144972165
AAOL003004,20,0.15,4.333333333333333,0.4,2.625,0.65,1.2307692307692308,14,1,0,0,0,0,0.0,0.75,0.25,0.0,0.8582089552238806,0.029850746268656716,0.08208955223880597,0.029850746268656716,0.0,0.0,0.0,20.0,,,,,0.0,0.9733333333335434,,,-1.0,1.0262172437665034,-1.0,1.0609635712332692
AAOL003013,5,0.0,0.0,0.2,5.0,0.8,5.25,3,1,0,0,0,0,0.0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,0.0,1.0933333333348147,,,0.0,0.958333333332839,0.0,1.0
AAOL003015,1,1.0,4.0,1.0,6.0,0.0,0.0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9830264928309326,,,0.0,1.0000000002088492,,,0.0,1.1269509794804349,-2.0,643.1929519539461
